country,ssp_range,year_range,p0.05,p0.50,p0.95
Pitcairn,SSP3-7.0,2020-2039,0.00,0.00,0.00
Pitcairn,SSP3-7.0,2040-2059,0.00,0.00,0.00
Pitcairn,SSP3-7.0,2080-2099,0.00,0.00,0.00
Peru,SSP3-7.0,1986-2005,18.79,20.38,22.57
Peru,SSP3-7.0,2020-2039,11.89,13.60,15.31
Peru,SSP3-7.0,2040-2059,8.36,10.18,12.37
Peru,SSP3-7.0,2080-2099,2.76,4.69,8.33
Philippines,SSP3-7.0,1986-2005,0.00,0.00,0.00
Philippines,SSP3-7.0,2020-2039,0.00,0.00,0.00
Philippines,SSP3-7.0,2040-2059,0.00,0.00,0.00
Philippines,SSP3-7.0,2080-2099,0.00,0.00,0.00
Palau,SSP3-7.0,1986-2005,0.00,0.00,0.00
Palau,SSP3-7.0,2020-2039,0.00,0.00,0.00
Palau,SSP3-7.0,2040-2059,0.00,0.00,0.00
Palau,SSP3-7.0,2080-2099,0.00,0.00,0.00
Papua New Guinea,SSP3-7.0,1986-2005,0.00,0.00,0.00
Papua New Guinea,SSP3-7.0,2020-2039,0.00,0.00,0.00
Papua New Guinea,SSP3-7.0,2040-2059,0.00,0.00,0.00
Papua New Guinea,SSP3-7.0,2080-2099,0.00,0.00,0.00
Poland,SSP3-7.0,1986-2005,94.65,102.10,110.31
Poland,SSP3-7.0,2020-2039,66.40,84.16,96.56
Poland,SSP3-7.0,2040-2059,55.17,71.50,88.08
Poland,SSP3-7.0,2080-2099,30.25,52.53,77.92
Puerto Rico,SSP3-7.0,1986-2005,0.00,0.00,0.00
Puerto Rico,SSP3-7.0,2020-2039,0.00,0.00,0.00
Puerto Rico,SSP3-7.0,2040-2059,0.00,0.00,0.00
Puerto Rico,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Korea, Democratic People's Republic of",SSP3-7.0,1986-2005,137.04,140.45,144.45
"Korea, Democratic People's Republic of",SSP3-7.0,2020-2039,125.42,130.41,137.04
"Korea, Democratic People's Republic of",SSP3-7.0,2040-2059,111.57,123.49,128.84
"Korea, Democratic People's Republic of",SSP3-7.0,2080-2099,88.39,105.72,115.75
Portugal,SSP3-7.0,1986-2005,5.73,6.94,7.77
Portugal,SSP3-7.0,2020-2039,2.89,5.36,6.58
Portugal,SSP3-7.0,2040-2059,2.26,4.25,5.27
Portugal,SSP3-7.0,2080-2099,0.78,1.89,3.10
Paraguay,SSP3-7.0,1986-2005,0.08,0.24,0.45
Paraguay,SSP3-7.0,2020-2039,0.00,0.14,0.31
Paraguay,SSP3-7.0,2040-2059,0.00,0.07,0.25
Paraguay,SSP3-7.0,2080-2099,0.00,0.01,0.06
"Palestine, State of",SSP3-7.0,1986-2005,0.00,0.03,0.16
"Palestine, State of",SSP3-7.0,2020-2039,0.00,0.01,0.13
"Palestine, State of",SSP3-7.0,2040-2059,0.00,0.01,0.14
"Palestine, State of",SSP3-7.0,2080-2099,0.00,0.00,0.02
French Polynesia,SSP3-7.0,1986-2005,0.00,0.00,0.00
French Polynesia,SSP3-7.0,2020-2039,0.00,0.00,0.00
French Polynesia,SSP3-7.0,2040-2059,0.00,0.00,0.00
French Polynesia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Qatar,SSP3-7.0,1986-2005,0.00,0.00,0.00
Qatar,SSP3-7.0,2020-2039,0.00,0.00,0.00
Qatar,SSP3-7.0,2040-2059,0.00,0.00,0.00
Qatar,SSP3-7.0,2080-2099,0.00,0.00,0.00
Réunion,SSP3-7.0,1986-2005,0.00,0.00,0.00
Réunion,SSP3-7.0,2020-2039,0.00,0.00,0.00
Réunion,SSP3-7.0,2040-2059,0.00,0.00,0.00
Réunion,SSP3-7.0,2080-2099,0.00,0.00,0.00
Romania,SSP3-7.0,1986-2005,100.67,107.94,114.08
Romania,SSP3-7.0,2020-2039,75.92,88.88,98.35
Romania,SSP3-7.0,2040-2059,62.00,79.37,91.55
Romania,SSP3-7.0,2080-2099,33.21,64.32,76.85
Russian Federation,SSP3-7.0,1986-2005,171.70,175.50,180.38
Russian Federation,SSP3-7.0,2020-2039,149.86,158.21,165.97
Russian Federation,SSP3-7.0,2040-2059,134.47,146.19,161.07
Russian Federation,SSP3-7.0,2080-2099,99.49,124.18,145.78
Rwanda,SSP3-7.0,1986-2005,0.00,0.00,0.00
Rwanda,SSP3-7.0,2020-2039,0.00,0.00,0.00
Rwanda,SSP3-7.0,2040-2059,0.00,0.00,0.00
Rwanda,SSP3-7.0,2080-2099,0.00,0.00,0.00
Saudi Arabia,SSP3-7.0,1986-2005,0.84,1.68,2.43
Saudi Arabia,SSP3-7.0,2020-2039,0.64,1.01,1.47
Saudi Arabia,SSP3-7.0,2040-2059,0.30,0.54,1.26
Saudi Arabia,SSP3-7.0,2080-2099,0.06,0.18,0.75
Sudan,SSP3-7.0,1986-2005,0.00,0.00,0.01
Sudan,SSP3-7.0,2020-2039,0.00,0.00,0.00
Sudan,SSP3-7.0,2040-2059,0.00,0.00,0.00
Sudan,SSP3-7.0,2080-2099,0.00,0.00,0.00
Senegal,SSP3-7.0,1986-2005,0.00,0.00,0.00
Senegal,SSP3-7.0,2020-2039,0.00,0.00,0.00
Senegal,SSP3-7.0,2040-2059,0.00,0.00,0.00
Senegal,SSP3-7.0,2080-2099,0.00,0.00,0.00
Singapore,SSP3-7.0,1986-2005,0.00,0.00,0.00
Singapore,SSP3-7.0,2020-2039,0.00,0.00,0.00
Singapore,SSP3-7.0,2040-2059,0.00,0.00,0.00
Singapore,SSP3-7.0,2080-2099,0.00,0.00,0.00
South Georgia and the South Sandwich Islands,SSP3-7.0,1986-2005,275.24,285.51,311.81
South Georgia and the South Sandwich Islands,SSP3-7.0,2020-2039,238.64,269.66,284.21
South Georgia and the South Sandwich Islands,SSP3-7.0,2040-2059,233.21,252.70,296.41
South Georgia and the South Sandwich Islands,SSP3-7.0,2080-2099,166.27,227.75,256.34
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Saint Helena, Ascension and Tristan da Cunha",SSP3-7.0,2080-2099,0.00,0.00,0.00
Solomon Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Solomon Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Solomon Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Solomon Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Sierra Leone,SSP3-7.0,1986-2005,0.00,0.00,0.00
Sierra Leone,SSP3-7.0,2020-2039,0.00,0.00,0.00
Sierra Leone,SSP3-7.0,2040-2059,0.00,0.00,0.00
Sierra Leone,SSP3-7.0,2080-2099,0.00,0.00,0.00
El Salvador,SSP3-7.0,1986-2005,0.00,0.00,0.00
El Salvador,SSP3-7.0,2020-2039,0.00,0.00,0.00
El Salvador,SSP3-7.0,2040-2059,0.00,0.00,0.00
El Salvador,SSP3-7.0,2080-2099,0.00,0.00,0.00
San Marino,SSP3-7.0,1986-2005,29.33,32.85,39.80
San Marino,SSP3-7.0,2020-2039,14.04,19.52,28.79
San Marino,SSP3-7.0,2040-2059,11.19,15.82,23.11
San Marino,SSP3-7.0,2080-2099,3.61,8.67,16.59
Somalia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Somalia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Somalia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Somalia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Saint Pierre and Miquelon,SSP3-7.0,1986-2005,99.60,105.67,111.59
Saint Pierre and Miquelon,SSP3-7.0,2020-2039,68.67,78.92,94.86
Saint Pierre and Miquelon,SSP3-7.0,2040-2059,52.28,68.95,78.26
Saint Pierre and Miquelon,SSP3-7.0,2080-2099,18.30,39.55,62.62
Serbia,SSP3-7.0,1986-2005,84.26,93.09,97.76
Serbia,SSP3-7.0,2020-2039,62.85,74.33,84.61
Serbia,SSP3-7.0,2040-2059,49.52,65.31,76.56
Serbia,SSP3-7.0,2080-2099,24.42,51.75,62.57
South Sudan,SSP3-7.0,1986-2005,0.00,0.00,0.00
South Sudan,SSP3-7.0,2020-2039,0.00,0.00,0.00
South Sudan,SSP3-7.0,2040-2059,0.00,0.00,0.00
South Sudan,SSP3-7.0,2080-2099,0.00,0.00,0.00
Sao Tome and Principe,SSP3-7.0,1986-2005,0.00,0.00,0.00
Sao Tome and Principe,SSP3-7.0,2020-2039,0.00,0.00,0.00
Sao Tome and Principe,SSP3-7.0,2040-2059,0.00,0.00,0.00
Sao Tome and Principe,SSP3-7.0,2080-2099,0.00,0.00,0.00
Suriname,SSP3-7.0,1986-2005,0.00,0.00,0.00
Suriname,SSP3-7.0,2020-2039,0.00,0.00,0.00
Suriname,SSP3-7.0,2040-2059,0.00,0.00,0.00
Suriname,SSP3-7.0,2080-2099,0.00,0.00,0.00
Slovakia,SSP3-7.0,1986-2005,104.64,112.24,117.80
Slovakia,SSP3-7.0,2020-2039,75.73,91.94,103.04
Slovakia,SSP3-7.0,2040-2059,63.24,79.95,96.85
Slovakia,SSP3-7.0,2080-2099,33.97,62.84,82.14
Slovenia,SSP3-7.0,1986-2005,84.04,89.75,95.41
Slovenia,SSP3-7.0,2020-2039,60.40,70.49,81.44
Slovenia,SSP3-7.0,2040-2059,49.48,60.50,74.81
Slovenia,SSP3-7.0,2080-2099,25.82,47.51,59.39
Sweden,SSP3-7.0,1986-2005,125.59,134.12,139.37
Sweden,SSP3-7.0,2020-2039,94.91,108.82,122.97
Sweden,SSP3-7.0,2040-2059,77.61,88.74,118.57
Sweden,SSP3-7.0,2080-2099,47.29,66.37,107.72
Eswatini,SSP3-7.0,1986-2005,0.01,0.04,0.15
Eswatini,SSP3-7.0,2020-2039,0.00,0.01,0.07
Eswatini,SSP3-7.0,2040-2059,0.00,0.00,0.02
Eswatini,SSP3-7.0,2080-2099,0.00,0.00,0.00
Sint Maarten (Dutch part),SSP3-7.0,1986-2005,0.00,0.00,0.00
Sint Maarten (Dutch part),SSP3-7.0,2020-2039,0.00,0.00,0.00
Sint Maarten (Dutch part),SSP3-7.0,2040-2059,0.00,0.00,0.00
Sint Maarten (Dutch part),SSP3-7.0,2080-2099,0.00,0.00,0.00
Seychelles,SSP3-7.0,1986-2005,0.00,0.00,0.00
Seychelles,SSP3-7.0,2020-2039,0.00,0.00,0.00
Seychelles,SSP3-7.0,2040-2059,0.00,0.00,0.00
Seychelles,SSP3-7.0,2080-2099,0.00,0.00,0.00
Syrian Arab Republic,SSP3-7.0,1986-2005,8.23,12.48,16.45
Syrian Arab Republic,SSP3-7.0,2020-2039,5.66,8.25,11.98
Syrian Arab Republic,SSP3-7.0,2040-2059,4.14,5.92,8.73
Syrian Arab Republic,SSP3-7.0,2080-2099,1.10,3.12,6.26
Turks and Caicos Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Turks and Caicos Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Turks and Caicos Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Turks and Caicos Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Chad,SSP3-7.0,1986-2005,0.03,0.05,0.08
Chad,SSP3-7.0,2020-2039,0.01,0.01,0.03
Chad,SSP3-7.0,2040-2059,0.00,0.01,0.01
Chad,SSP3-7.0,2080-2099,0.00,0.00,0.00
Togo,SSP3-7.0,1986-2005,0.00,0.00,0.00
Togo,SSP3-7.0,2020-2039,0.00,0.00,0.00
Togo,SSP3-7.0,2040-2059,0.00,0.00,0.00
Togo,SSP3-7.0,2080-2099,0.00,0.00,0.00
Thailand,SSP3-7.0,1986-2005,0.00,0.00,0.00
Thailand,SSP3-7.0,2020-2039,0.00,0.00,0.00
Thailand,SSP3-7.0,2040-2059,0.00,0.00,0.00
Thailand,SSP3-7.0,2080-2099,0.00,0.00,0.00
Tajikistan,SSP3-7.0,1986-2005,156.88,158.59,162.99
Tajikistan,SSP3-7.0,2020-2039,135.42,143.83,148.15
Tajikistan,SSP3-7.0,2040-2059,127.50,134.90,140.09
Tajikistan,SSP3-7.0,2080-2099,92.08,115.96,127.74
Tokelau,SSP3-7.0,1986-2005,0.00,0.00,0.00
Tokelau,SSP3-7.0,2020-2039,0.00,0.00,0.00
Tokelau,SSP3-7.0,2040-2059,0.00,0.00,0.00
Tokelau,SSP3-7.0,2080-2099,0.00,0.00,0.00
Turkmenistan,SSP3-7.0,1986-2005,66.85,73.56,77.09
Turkmenistan,SSP3-7.0,2020-2039,54.57,61.87,66.38
Turkmenistan,SSP3-7.0,2040-2059,40.48,55.33,64.18
Turkmenistan,SSP3-7.0,2080-2099,25.44,41.77,50.10
Timor-Leste,SSP3-7.0,1986-2005,0.00,0.00,0.00
Timor-Leste,SSP3-7.0,2020-2039,0.00,0.00,0.00
Timor-Leste,SSP3-7.0,2040-2059,0.00,0.00,0.00
Timor-Leste,SSP3-7.0,2080-2099,0.00,0.00,0.00
Tonga,SSP3-7.0,1986-2005,0.00,0.00,0.00
Tonga,SSP3-7.0,2020-2039,0.00,0.00,0.00
Tonga,SSP3-7.0,2040-2059,0.00,0.00,0.00
Tonga,SSP3-7.0,2080-2099,0.00,0.00,0.00
Trinidad and Tobago,SSP3-7.0,1986-2005,0.00,0.00,0.00
Trinidad and Tobago,SSP3-7.0,2020-2039,0.00,0.00,0.00
Trinidad and Tobago,SSP3-7.0,2040-2059,0.00,0.00,0.00
Trinidad and Tobago,SSP3-7.0,2080-2099,0.00,0.00,0.00
Tunisia,SSP3-7.0,1986-2005,0.99,1.33,1.79
Tunisia,SSP3-7.0,2020-2039,0.34,0.56,0.93
Tunisia,SSP3-7.0,2040-2059,0.21,0.38,0.66
Tunisia,SSP3-7.0,2080-2099,0.01,0.11,0.34
Türkiye,SSP3-7.0,1986-2005,75.53,81.61,88.86
Türkiye,SSP3-7.0,2020-2039,61.24,69.48,73.56
Türkiye,SSP3-7.0,2040-2059,52.47,62.18,67.37
Türkiye,SSP3-7.0,2080-2099,27.87,48.92,58.34
Tuvalu,SSP3-7.0,1986-2005,0.00,0.00,0.00
Tuvalu,SSP3-7.0,2020-2039,0.00,0.00,0.00
Tuvalu,SSP3-7.0,2040-2059,0.00,0.00,0.00
Tuvalu,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Taiwan, Province of China",SSP3-7.0,1986-2005,0.00,0.00,0.01
"Taiwan, Province of China",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Taiwan, Province of China",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Taiwan, Province of China",SSP3-7.0,2080-2099,0.00,0.00,0.00
"Tanzania, United Republic of",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Tanzania, United Republic of",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Tanzania, United Republic of",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Tanzania, United Republic of",SSP3-7.0,2080-2099,0.00,0.00,0.00
Uganda,SSP3-7.0,1986-2005,0.00,0.00,0.00
Uganda,SSP3-7.0,2020-2039,0.00,0.00,0.00
Uganda,SSP3-7.0,2040-2059,0.00,0.00,0.00
Uganda,SSP3-7.0,2080-2099,0.00,0.00,0.00
Ukraine,SSP3-7.0,1986-2005,110.47,119.84,126.31
Ukraine,SSP3-7.0,2020-2039,84.47,99.32,107.92
Ukraine,SSP3-7.0,2040-2059,73.86,87.86,104.94
Ukraine,SSP3-7.0,2080-2099,41.21,71.22,86.95
United States Minor Outlying Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
United States Minor Outlying Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
United States Minor Outlying Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
United States Minor Outlying Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Uruguay,SSP3-7.0,1986-2005,1.56,2.31,3.46
Uruguay,SSP3-7.0,2020-2039,0.80,1.57,2.52
Uruguay,SSP3-7.0,2040-2059,0.54,1.00,2.15
Uruguay,SSP3-7.0,2080-2099,0.09,0.35,1.07
United States,SSP3-7.0,1986-2005,84.01,86.30,89.29
United States,SSP3-7.0,2020-2039,63.41,74.17,77.96
United States,SSP3-7.0,2040-2059,55.27,67.17,72.70
United States,SSP3-7.0,2080-2099,34.57,51.85,59.43
Uzbekistan,SSP3-7.0,1986-2005,89.09,92.22,97.28
Uzbekistan,SSP3-7.0,2020-2039,70.10,78.98,83.29
Uzbekistan,SSP3-7.0,2040-2059,56.66,70.89,77.68
Uzbekistan,SSP3-7.0,2080-2099,35.49,55.26,64.63
Holy See (Vatican City State),SSP3-7.0,1986-2005,1.35,2.46,5.91
Holy See (Vatican City State),SSP3-7.0,2020-2039,0.43,0.86,1.99
Holy See (Vatican City State),SSP3-7.0,2040-2059,0.19,0.48,1.29
Holy See (Vatican City State),SSP3-7.0,2080-2099,0.00,0.07,0.90
Saint Vincent and the Grenadines,SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Vincent and the Grenadines,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Venezuela, Bolivarian Republic of",SSP3-7.0,2080-2099,0.00,0.00,0.00
"Virgin Islands, British",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Virgin Islands, British",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Virgin Islands, British",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Virgin Islands, British",SSP3-7.0,2080-2099,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Virgin Islands, U.S.",SSP3-7.0,2080-2099,0.00,0.00,0.00
Viet Nam,SSP3-7.0,1986-2005,0.00,0.01,0.03
Viet Nam,SSP3-7.0,2020-2039,0.00,0.00,0.02
Viet Nam,SSP3-7.0,2040-2059,0.00,0.00,0.01
Viet Nam,SSP3-7.0,2080-2099,0.00,0.00,0.01
Vanuatu,SSP3-7.0,1986-2005,0.00,0.00,0.00
Vanuatu,SSP3-7.0,2020-2039,0.00,0.00,0.00
Vanuatu,SSP3-7.0,2040-2059,0.00,0.00,0.00
Vanuatu,SSP3-7.0,2080-2099,0.00,0.00,0.00
Wallis and Futuna,SSP3-7.0,1986-2005,0.00,0.00,0.00
Wallis and Futuna,SSP3-7.0,2020-2039,0.00,0.00,0.00
Wallis and Futuna,SSP3-7.0,2040-2059,0.00,0.00,0.00
Wallis and Futuna,SSP3-7.0,2080-2099,0.00,0.00,0.00
Samoa,SSP3-7.0,1986-2005,0.00,0.00,0.00
Samoa,SSP3-7.0,2020-2039,0.00,0.00,0.00
Samoa,SSP3-7.0,2040-2059,0.00,0.00,0.00
Samoa,SSP3-7.0,2080-2099,0.00,0.00,0.00
Yemen,SSP3-7.0,1986-2005,0.00,0.00,0.04
Yemen,SSP3-7.0,2020-2039,0.00,0.00,0.01
Yemen,SSP3-7.0,2040-2059,0.00,0.00,0.01
Yemen,SSP3-7.0,2080-2099,0.00,0.00,0.00
South Africa,SSP3-7.0,1986-2005,5.03,6.18,7.70
South Africa,SSP3-7.0,2020-2039,3.03,3.99,5.06
South Africa,SSP3-7.0,2040-2059,1.79,2.61,3.74
South Africa,SSP3-7.0,2080-2099,0.36,0.93,2.04
Zambia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Zambia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Zambia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Zambia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Zimbabwe,SSP3-7.0,1986-2005,0.00,0.01,0.11
Zimbabwe,SSP3-7.0,2020-2039,0.00,0.00,0.02
Zimbabwe,SSP3-7.0,2040-2059,0.00,0.00,0.00
Zimbabwe,SSP3-7.0,2080-2099,0.00,0.00,0.00
Aruba,SSP5-8.5,1986-2005,0.00,0.00,0.00
Aruba,SSP5-8.5,2020-2039,0.00,0.00,0.00
Aruba,SSP5-8.5,2040-2059,0.00,0.00,0.00
Aruba,SSP5-8.5,2080-2099,0.00,0.00,0.00
Afghanistan,SSP5-8.5,1986-2005,111.92,113.71,116.62
Afghanistan,SSP5-8.5,2020-2039,92.25,98.74,104.55
Afghanistan,SSP5-8.5,2040-2059,74.20,88.93,93.85
Afghanistan,SSP5-8.5,2080-2099,35.91,65.48,75.24
Angola,SSP5-8.5,1986-2005,0.00,0.00,0.00
Angola,SSP5-8.5,2020-2039,0.00,0.00,0.00
Angola,SSP5-8.5,2040-2059,0.00,0.00,0.00
Angola,SSP5-8.5,2080-2099,0.00,0.00,0.00
Anguilla,SSP5-8.5,1986-2005,0.00,0.00,0.00
Anguilla,SSP5-8.5,2020-2039,0.00,0.00,0.00
Anguilla,SSP5-8.5,2040-2059,0.00,0.00,0.00
Anguilla,SSP5-8.5,2080-2099,0.00,0.00,0.00
Åland Islands,SSP5-8.5,1986-2005,83.50,94.57,112.09
Åland Islands,SSP5-8.5,2020-2039,41.02,60.90,87.33
Åland Islands,SSP5-8.5,2040-2059,16.91,44.46,63.10
Åland Islands,SSP5-8.5,2080-2099,2.30,15.45,36.40
Albania,SSP5-8.5,1986-2005,43.18,50.17,53.14
Albania,SSP5-8.5,2020-2039,33.42,37.63,42.38
Albania,SSP5-8.5,2040-2059,25.09,31.51,39.55
Albania,SSP5-8.5,2080-2099,10.42,19.99,27.34
Andorra,SSP5-8.5,1986-2005,148.31,154.14,159.99
Andorra,SSP5-8.5,2020-2039,121.39,134.97,141.57
Andorra,SSP5-8.5,2040-2059,102.83,121.23,134.43
Andorra,SSP5-8.5,2080-2099,51.52,89.46,106.02
United Arab Emirates,SSP5-8.5,1986-2005,0.00,0.00,0.01
United Arab Emirates,SSP5-8.5,2020-2039,0.00,0.00,0.00
United Arab Emirates,SSP5-8.5,2040-2059,0.00,0.00,0.00
United Arab Emirates,SSP5-8.5,2080-2099,0.00,0.00,0.00
Argentina,SSP5-8.5,1986-2005,23.70,25.06,27.72
Argentina,SSP5-8.5,2020-2039,19.39,21.38,23.96
Argentina,SSP5-8.5,2040-2059,16.36,18.16,21.02
Argentina,SSP5-8.5,2080-2099,7.98,12.52,14.88
Armenia,SSP5-8.5,1986-2005,142.14,145.66,150.29
Armenia,SSP5-8.5,2020-2039,120.37,130.45,135.20
Armenia,SSP5-8.5,2040-2059,101.00,118.39,127.94
Armenia,SSP5-8.5,2080-2099,46.39,95.75,105.02
American Samoa,SSP5-8.5,1986-2005,0.00,0.00,0.00
American Samoa,SSP5-8.5,2020-2039,0.00,0.00,0.00
American Samoa,SSP5-8.5,2040-2059,0.00,0.00,0.00
American Samoa,SSP5-8.5,2080-2099,0.00,0.00,0.00
Antarctica,SSP5-8.5,1986-2005,364.50,364.86,364.95
Antarctica,SSP5-8.5,2020-2039,362.96,364.61,364.89
Antarctica,SSP5-8.5,2040-2059,362.14,364.52,364.80
Antarctica,SSP5-8.5,2080-2099,362.39,363.60,364.22
French Southern Territories,SSP5-8.5,1986-2005,10.21,12.04,14.63
French Southern Territories,SSP5-8.5,2020-2039,3.28,6.80,9.36
French Southern Territories,SSP5-8.5,2040-2059,0.70,4.48,6.69
French Southern Territories,SSP5-8.5,2080-2099,0.01,0.72,2.54
Antigua and Barbuda,SSP5-8.5,1986-2005,0.00,0.00,0.00
Antigua and Barbuda,SSP5-8.5,2020-2039,0.00,0.00,0.00
Antigua and Barbuda,SSP5-8.5,2040-2059,0.00,0.00,0.00
Antigua and Barbuda,SSP5-8.5,2080-2099,0.00,0.00,0.00
Australia,SSP5-8.5,1986-2005,2.89,3.29,3.97
Australia,SSP5-8.5,2020-2039,1.57,2.45,3.01
Australia,SSP5-8.5,2040-2059,0.61,1.53,2.31
Australia,SSP5-8.5,2080-2099,0.14,0.62,1.07
Austria,SSP5-8.5,1986-2005,120.24,127.83,134.61
Austria,SSP5-8.5,2020-2039,89.42,107.90,114.29
Austria,SSP5-8.5,2040-2059,71.08,95.50,106.89
Austria,SSP5-8.5,2080-2099,35.80,69.09,84.99
Azerbaijan,SSP5-8.5,1986-2005,79.39,84.68,90.39
Azerbaijan,SSP5-8.5,2020-2039,60.73,70.75,75.87
Azerbaijan,SSP5-8.5,2040-2059,45.84,62.70,67.14
Azerbaijan,SSP5-8.5,2080-2099,18.64,44.15,51.70
Burundi,SSP5-8.5,1986-2005,0.00,0.00,0.00
Burundi,SSP5-8.5,2020-2039,0.00,0.00,0.00
Burundi,SSP5-8.5,2040-2059,0.00,0.00,0.00
Burundi,SSP5-8.5,2080-2099,0.00,0.00,0.00
Belgium,SSP5-8.5,1986-2005,43.99,49.13,58.84
Belgium,SSP5-8.5,2020-2039,27.01,36.13,44.17
Belgium,SSP5-8.5,2040-2059,15.32,29.83,38.47
Belgium,SSP5-8.5,2080-2099,3.76,13.25,23.62
Benin,SSP5-8.5,1986-2005,0.00,0.00,0.00
Benin,SSP5-8.5,2020-2039,0.00,0.00,0.00
Benin,SSP5-8.5,2040-2059,0.00,0.00,0.00
Benin,SSP5-8.5,2080-2099,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,1986-2005,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2020-2039,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2040-2059,0.00,0.00,0.00
"Bonaire, Sint Eustatius and Saba",SSP5-8.5,2080-2099,0.00,0.00,0.00
Burkina Faso,SSP5-8.5,1986-2005,0.00,0.00,0.00
Burkina Faso,SSP5-8.5,2020-2039,0.00,0.00,0.00
Burkina Faso,SSP5-8.5,2040-2059,0.00,0.00,0.00
Burkina Faso,SSP5-8.5,2080-2099,0.00,0.00,0.00
Bangladesh,SSP5-8.5,1986-2005,0.00,0.00,0.00
Bangladesh,SSP5-8.5,2020-2039,0.00,0.00,0.00
Bangladesh,SSP5-8.5,2040-2059,0.00,0.00,0.00
Bangladesh,SSP5-8.5,2080-2099,0.00,0.00,0.00
Bulgaria,SSP5-8.5,1986-2005,77.72,86.54,92.09
Bulgaria,SSP5-8.5,2020-2039,58.41,66.01,78.18
Bulgaria,SSP5-8.5,2040-2059,41.78,56.99,70.12
Bulgaria,SSP5-8.5,2080-2099,15.61,36.00,48.29
Bahrain,SSP5-8.5,1986-2005,0.00,0.00,0.00
Bahrain,SSP5-8.5,2020-2039,0.00,0.00,0.00
Bahrain,SSP5-8.5,2040-2059,0.00,0.00,0.00
Bahrain,SSP5-8.5,2080-2099,0.00,0.00,0.00
Bahamas,SSP5-8.5,1986-2005,0.00,0.00,0.00
Bahamas,SSP5-8.5,2020-2039,0.00,0.00,0.00
Bahamas,SSP5-8.5,2040-2059,0.00,0.00,0.00
Bahamas,SSP5-8.5,2080-2099,0.00,0.00,0.00
Bosnia and Herzegovina,SSP5-8.5,1986-2005,84.16,92.09,97.56
Bosnia and Herzegovina,SSP5-8.5,2020-2039,63.20,70.72,80.05
Bosnia and Herzegovina,SSP5-8.5,2040-2059,45.51,60.95,71.65
Bosnia and Herzegovina,SSP5-8.5,2080-2099,15.30,41.77,52.75
Saint Barthélemy,SSP5-8.5,1986-2005,0.00,0.00,0.00
